Gene stable ID	Transcript stable ID	Gene description	Gene type	Transcript type
WBGene00020103	R148.4b		protein_coding	protein_coding
WBGene00020104	R148.5a		protein_coding	protein_coding
WBGene00020104	R148.5b		protein_coding	protein_coding
WBGene00020105	R148.7		protein_coding	protein_coding
WBGene00020106	R151.1a		protein_coding	protein_coding
WBGene00020106	R151.1b		protein_coding	protein_coding
WBGene00020106	R151.1c		protein_coding	protein_coding
WBGene00020106	R151.1d		protein_coding	protein_coding
WBGene00020107	R151.2a		protein_coding	protein_coding
WBGene00020107	R151.2b.1		protein_coding	protein_coding
WBGene00020107	R151.2b.2		protein_coding	protein_coding
WBGene00020107	R151.2b.3		protein_coding	protein_coding
WBGene00020107	R151.2b.4		protein_coding	protein_coding
WBGene00020107	R151.2c		protein_coding	protein_coding
WBGene00020107	R151.2d.1		protein_coding	protein_coding
WBGene00020107	R151.2d.2		protein_coding	protein_coding
WBGene00020109	R151.6	Derlin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q21997]	protein_coding	protein_coding
WBGene00020110	R151.7a.1	Heat Shock Protein  [Source:RefSeq peptide;Acc:NP_741220]	protein_coding	protein_coding
WBGene00020110	R151.7a.2	Heat Shock Protein  [Source:RefSeq peptide;Acc:NP_741220]	protein_coding	protein_coding
WBGene00020110	R151.7b.1	Heat Shock Protein  [Source:RefSeq peptide;Acc:NP_741220]	protein_coding	protein_coding
WBGene00020110	R151.7b.2	Heat Shock Protein  [Source:RefSeq peptide;Acc:NP_741220]	protein_coding	protein_coding
WBGene00020111	R151.8		protein_coding	protein_coding
WBGene00020112	R151.9	Probable prefoldin subunit 5  [Source:UniProtKB/Swiss-Prot;Acc:Q21993]	protein_coding	protein_coding
WBGene00020113	R151.10.1	R151.8A protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EG26]	protein_coding	protein_coding
WBGene00020113	R151.10.2	R151.8A protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EG26]	protein_coding	protein_coding
WBGene00020114	R153.1a	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1b	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1c	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1d	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1e	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1f	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1g	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020114	R153.1h	Probable 3',5'-cyclic phosphodiesterase pde-4  [Source:UniProtKB/Swiss-Prot;Acc:Q22000]	protein_coding	protein_coding
WBGene00020115	R155.1a	Lysophospholipid acyltransferase 5  [Source:UniProtKB/Swiss-Prot;Acc:O01925]	protein_coding	protein_coding
WBGene00020115	R155.1b.1	Lysophospholipid acyltransferase 5  [Source:UniProtKB/Swiss-Prot;Acc:O01925]	protein_coding	protein_coding
WBGene00020115	R155.1b.2	Lysophospholipid acyltransferase 5  [Source:UniProtKB/Swiss-Prot;Acc:O01925]	protein_coding	protein_coding
WBGene00020116	R155.2	Modifier Of Apl-1 activity  [Source:RefSeq peptide;Acc:NP_497484]	protein_coding	protein_coding
WBGene00020117	R155.3	Protein-tyrosine-phosphatase  [Source:RefSeq peptide;Acc:NP_497485]	protein_coding	protein_coding
WBGene00020118	R155.4		protein_coding	protein_coding
WBGene00020119	R160.2		protein_coding	protein_coding
WBGene00020120	R160.3		protein_coding	protein_coding
WBGene00020121	R160.4		protein_coding	protein_coding
WBGene00020122	R160.5a		protein_coding	protein_coding
WBGene00020122	R160.5b		protein_coding	protein_coding
WBGene00020123	R160.6		protein_coding	protein_coding
WBGene00020125	R173.3		protein_coding	protein_coding
WBGene00020126	R173.4	FMRFamide-like neuropeptides 26 EFNADDLTLRF-amide GGAGEPLAFSPDMLSLRF-amide [Source:UniProtKB/Swiss-Prot;Acc:Q8MPY9]	protein_coding	protein_coding
WBGene00020127	R193.1		protein_coding	protein_coding
WBGene00020128	R193.2		protein_coding	protein_coding
WBGene00020129	R193.3		protein_coding	protein_coding
WBGene00020130	SSSD1.1	ImmunoGlobulin-like Cell adhesion Molecule family  [Source:RefSeq peptide;Acc:NP_509073]	protein_coding	protein_coding
WBGene00020131	T01A4.1a	Receptor-type guanylate cyclase gcy-28  [Source:UniProtKB/Swiss-Prot;Acc:Q86GV3]	protein_coding	protein_coding
WBGene00020131	T01A4.1b	Receptor-type guanylate cyclase gcy-28  [Source:UniProtKB/Swiss-Prot;Acc:Q86GV3]	protein_coding	protein_coding
WBGene00020131	T01A4.1c	Receptor-type guanylate cyclase gcy-28  [Source:UniProtKB/Swiss-Prot;Acc:Q86GV3]	protein_coding	protein_coding
WBGene00020131	T01A4.1d	Receptor-type guanylate cyclase gcy-28  [Source:UniProtKB/Swiss-Prot;Acc:Q86GV3]	protein_coding	protein_coding
WBGene00020134	T01B6.1		protein_coding	protein_coding
WBGene00020135	T01B6.3a	AMP-Activated protein Kinase Gamma subunit  [Source:RefSeq peptide;Acc:NP_741725]	protein_coding	protein_coding
WBGene00020135	T01B6.3b	AMP-Activated protein Kinase Gamma subunit  [Source:RefSeq peptide;Acc:NP_741725]	protein_coding	protein_coding
WBGene00020136	T01B6.4		protein_coding	protein_coding
WBGene00020137	T01B10.5		protein_coding	protein_coding
WBGene00020138	T01B11.1		protein_coding	protein_coding
WBGene00020139	T01B11.2a.1	Alanine--glyoxylate aminotransferase 2-like  [Source:UniProtKB/Swiss-Prot;Acc:P91408]	protein_coding	protein_coding
WBGene00020139	T01B11.2a.2	Alanine--glyoxylate aminotransferase 2-like  [Source:UniProtKB/Swiss-Prot;Acc:P91408]	protein_coding	protein_coding
WBGene00020139	T01B11.2b	Alanine--glyoxylate aminotransferase 2-like  [Source:UniProtKB/Swiss-Prot;Acc:P91408]	protein_coding	ncRNA
WBGene00020140	T01B11.4	Adenine Nucleotide Translocator  [Source:RefSeq peptide;Acc:NP_501440]	protein_coding	protein_coding
WBGene00020141	T01C4.1	LysM Domain (peptidoglycan binding) protein  [Source:RefSeq peptide;Acc:NP_504806]	protein_coding	protein_coding
WBGene00020142	T01C8.1a	5'-AMP-activated protein kinase catalytic subunit alpha-2  [Source:UniProtKB/Swiss-Prot;Acc:Q95ZQ4]	protein_coding	protein_coding
WBGene00020142	T01C8.1b	5'-AMP-activated protein kinase catalytic subunit alpha-2  [Source:UniProtKB/Swiss-Prot;Acc:Q95ZQ4]	protein_coding	protein_coding
WBGene00020142	T01C8.1c	5'-AMP-activated protein kinase catalytic subunit alpha-2  [Source:UniProtKB/Swiss-Prot;Acc:Q95ZQ4]	protein_coding	protein_coding
WBGene00020143	T01C8.2		protein_coding	protein_coding
WBGene00020144	T01C8.3		protein_coding	protein_coding
WBGene00020145	T01C8.4.1	Aspartate aminotransferase  [Source:RefSeq peptide;Acc:NP_510708]	protein_coding	protein_coding
WBGene00020145	T01C8.4.2	Aspartate aminotransferase  [Source:RefSeq peptide;Acc:NP_510708]	protein_coding	protein_coding
WBGene00020146	T01C8.5.1	Probable aspartate aminotransferase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:Q22067]	protein_coding	protein_coding
WBGene00020146	T01C8.5.2	Probable aspartate aminotransferase, cytoplasmic  [Source:UniProtKB/Swiss-Prot;Acc:Q22067]	protein_coding	protein_coding
WBGene00020148	T01D1.3		protein_coding	protein_coding
WBGene00020149	T01D1.4a	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P91416]	protein_coding	protein_coding
WBGene00020149	T01D1.4b	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P91416]	protein_coding	protein_coding
WBGene00020150	T01D1.5a		protein_coding	protein_coding
WBGene00020150	T01D1.5b		protein_coding	protein_coding
WBGene00020151	T01G6.1		protein_coding	protein_coding
WBGene00020152	T01G6.5	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503218]	protein_coding	protein_coding
WBGene00020153	T01G6.6a	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503217]	protein_coding	protein_coding
WBGene00020153	T01G6.6b	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503217]	protein_coding	protein_coding
WBGene00020154	T01G6.10		protein_coding	protein_coding
WBGene00020155	T02B11.3a		protein_coding	protein_coding
WBGene00020155	T02B11.3b		protein_coding	ncRNA
WBGene00020156	T02B11.4		protein_coding	protein_coding
WBGene00020157	T02B11.6		protein_coding	protein_coding
WBGene00020158	T02C5.1a		protein_coding	protein_coding
WBGene00020158	T02C5.1b		protein_coding	protein_coding
WBGene00020160	T02C5.3a	ImmunoGlobulin-like Cell adhesion Molecule family  [Source:RefSeq peptide;Acc:NP_508479]	protein_coding	protein_coding
WBGene00020160	T02C5.3b	ImmunoGlobulin-like Cell adhesion Molecule family  [Source:RefSeq peptide;Acc:NP_508479]	protein_coding	protein_coding
WBGene00020163	T02G5.3		protein_coding	protein_coding
WBGene00020164	T02G5.4		pseudogene	pseudogene
WBGene00020166	T02G5.7		protein_coding	protein_coding
WBGene00020167	T02G5.11a		pseudogene	pseudogene
WBGene00020167	T02G5.11b		pseudogene	pseudogene
WBGene00020168	T02G5.12	MonoCarboxylate Transporter family  [Source:RefSeq peptide;Acc:NP_495464]	protein_coding	protein_coding
WBGene00020169	T02G5.13a	Methylmalonic aciduria type A homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q22111]	protein_coding	protein_coding
WBGene00020169	T02G5.13b.1	Methylmalonic aciduria type A homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q22111]	protein_coding	protein_coding
WBGene00020169	T02G5.13b.2	Methylmalonic aciduria type A homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q22111]	protein_coding	protein_coding
WBGene00020170	T02G5.14		protein_coding	protein_coding
WBGene00020171	T02H6.1a		protein_coding	protein_coding
WBGene00020171	T02H6.1b		protein_coding	protein_coding
WBGene00020172	T02H6.2	THO Complex (transcription factor/nuclear export) subunit  [Source:RefSeq peptide;Acc:NP_493796]	protein_coding	protein_coding
WBGene00020173	T02H6.3		protein_coding	protein_coding
WBGene00020174	T02H6.4		protein_coding	protein_coding
WBGene00020175	T02H6.5		protein_coding	protein_coding
WBGene00020176	T02H6.6		protein_coding	protein_coding
WBGene00020177	T02H6.7		protein_coding	protein_coding
WBGene00020178	T02H6.8		protein_coding	protein_coding
WBGene00020179	T02H6.9		protein_coding	protein_coding
WBGene00020180	T02H6.10		protein_coding	protein_coding
WBGene00020181	T02H6.11.1		protein_coding	protein_coding
WBGene00020181	T02H6.11.2		protein_coding	protein_coding
WBGene00020182	T03D3.1	UDP-GlucuronosylTransferase  [Source:RefSeq peptide;Acc:NP_503771]	protein_coding	protein_coding
WBGene00020183	T03D3.5		protein_coding	protein_coding
WBGene00020184	T03F1.1.1	Ubiquitin-like modifier-activating enzyme 5  [Source:UniProtKB/Swiss-Prot;Acc:P91430]	protein_coding	protein_coding
WBGene00020184	T03F1.1.2	Ubiquitin-like modifier-activating enzyme 5  [Source:UniProtKB/Swiss-Prot;Acc:P91430]	protein_coding	protein_coding
WBGene00020185	T03F1.3	Probable phosphoglycerate kinase  [Source:UniProtKB/Swiss-Prot;Acc:P91427]	protein_coding	protein_coding
WBGene00020187	T03F1.5.1	Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_491237]	protein_coding	protein_coding
WBGene00020187	T03F1.5.2	Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_491237]	protein_coding	protein_coding
WBGene00020188	T03F1.6a		protein_coding	protein_coding
WBGene00020188	T03F1.6b		protein_coding	protein_coding
WBGene00020189	T03F1.7	Dimethyladenosine transferase 1, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P91424]	protein_coding	protein_coding
WBGene00020190	T03F1.8a	GUanylate Kinase  [Source:RefSeq peptide;Acc:NP_491243]	protein_coding	protein_coding
WBGene00020190	T03F1.8b	GUanylate Kinase  [Source:RefSeq peptide;Acc:NP_491243]	protein_coding	protein_coding
WBGene00020191	T03F1.10	C-type LECtin  [Source:RefSeq peptide;Acc:NP_491247]	protein_coding	protein_coding
WBGene00020192	T03F1.11		protein_coding	protein_coding
WBGene00020193	T03F1.12		protein_coding	protein_coding
WBGene00020194	T03G6.1		protein_coding	protein_coding
WBGene00020195	T03G6.3		protein_coding	protein_coding
WBGene00020196	T03G11.3	Zinc finger C2HC domain-containing protein T03G11.3  [Source:UniProtKB/Swiss-Prot;Acc:Q22122]	protein_coding	protein_coding
WBGene00020197	T03G11.4	alpha-1,2-Mannosidase  [Source:RefSeq peptide;Acc:NP_508877]	protein_coding	protein_coding
WBGene00020199	T03G11.6		protein_coding	protein_coding
WBGene00020200	T04A6.1a		protein_coding	protein_coding
WBGene00020200	T04A6.1b		protein_coding	protein_coding
WBGene00020201	T04A6.2		protein_coding	protein_coding
WBGene00020202	T04A6.3a		protein_coding	protein_coding
WBGene00020202	T04A6.3b		protein_coding	protein_coding
WBGene00020203	T04B8.1		protein_coding	protein_coding
WBGene00020204	T04B8.2		protein_coding	protein_coding
WBGene00020205	T04B8.3	ARRestin Domain protein  [Source:RefSeq peptide;Acc:NP_493774]	protein_coding	protein_coding
WBGene00020207	T04B8.5a		protein_coding	protein_coding
WBGene00020207	T04B8.5b		protein_coding	protein_coding
WBGene00020207	T04B8.5c		protein_coding	ncRNA
WBGene00020207	T04B8.5d		protein_coding	protein_coding
WBGene00020208	T04C4.1a		protein_coding	protein_coding
WBGene00020208	T04C4.1b		protein_coding	protein_coding
WBGene00020208	T04C4.1c		protein_coding	protein_coding
WBGene00020209	T04C9.1a		protein_coding	protein_coding
WBGene00020209	T04C9.1b		protein_coding	protein_coding
WBGene00020209	T04C9.1c		protein_coding	protein_coding
WBGene00020210	T04C9.2		protein_coding	protein_coding
WBGene00020211	T04C9.3		protein_coding	protein_coding
WBGene00020212	T04D1.2		protein_coding	protein_coding
WBGene00020214	T04G9.1	AT hook Transcription Factor family  [Source:RefSeq peptide;Acc:NP_508156]	protein_coding	protein_coding
WBGene00020215	T04G9.4		protein_coding	protein_coding
WBGene00020216	T04G9.5	Translocon-associated protein subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:Q22169]	protein_coding	protein_coding
WBGene00020217	T04G9.6		protein_coding	protein_coding
WBGene00020218	T04G9.7		protein_coding	protein_coding
WBGene00020219	T05A7.1		protein_coding	protein_coding
WBGene00020220	T05A7.2	C-type LECtin  [Source:RefSeq peptide;Acc:NP_494826]	protein_coding	protein_coding
WBGene00020221	T05A7.3		protein_coding	protein_coding
WBGene00020222	T05A7.5	FUcosyl Transferase  [Source:RefSeq peptide;Acc:NP_494823]	protein_coding	protein_coding
WBGene00020223	T05A7.6		protein_coding	protein_coding
WBGene00020224	T05A7.7		protein_coding	protein_coding
WBGene00020225	T05A7.8	Serpentine Receptor, class E (epsilon)  [Source:RefSeq peptide;Acc:NP_494830]	protein_coding	protein_coding
WBGene00020227	T05A8.1.1		protein_coding	protein_coding
WBGene00020227	T05A8.1.2		protein_coding	protein_coding
WBGene00020228	T05A8.2.1		protein_coding	protein_coding
WBGene00020228	T05A8.2.2		protein_coding	protein_coding
WBGene00020229	T05A8.3		protein_coding	protein_coding
WBGene00020230	T05A8.4	Neprilysin-2  [Source:UniProtKB/Swiss-Prot;Acc:O44857]	protein_coding	protein_coding
WBGene00020231	T05A8.5		protein_coding	protein_coding
WBGene00020232	T05A8.6		protein_coding	protein_coding
WBGene00020233	T05A8.7		protein_coding	protein_coding
WBGene00020234	T05A12.3.1		protein_coding	protein_coding
WBGene00020234	T05A12.3.2		protein_coding	protein_coding
WBGene00020235	T05A12.4		protein_coding	protein_coding
WBGene00020236	T05B4.1	Ligand-Gated ion Channel  [Source:RefSeq peptide;Acc:NP_504154]	protein_coding	protein_coding
WBGene00020237	T05B4.3	PHAryngeal gland Toxin-related  [Source:RefSeq peptide;Acc:NP_504152]	protein_coding	protein_coding
WBGene00020238	T05B4.4		protein_coding	protein_coding
WBGene00020239	T05B4.8		protein_coding	protein_coding
WBGene00020240	T05B4.9		protein_coding	protein_coding
WBGene00020241	T05B4.10		protein_coding	protein_coding
WBGene00020242	T05B4.11	PHAryngeal gland Toxin-related  [Source:RefSeq peptide;Acc:NP_504148]	protein_coding	protein_coding
WBGene00020243	T05B4.12		protein_coding	protein_coding
WBGene00020244	T05B4.13		protein_coding	protein_coding
WBGene00020245	T05B11.1		protein_coding	protein_coding
WBGene00020246	T05B11.3	Clathrin LIght Chain  [Source:RefSeq peptide;Acc:NP_504999]	protein_coding	protein_coding
WBGene00020247	T05B11.4		protein_coding	protein_coding
WBGene00020248	T05C1.1		protein_coding	protein_coding
WBGene00020249	T05C1.2		protein_coding	protein_coding
WBGene00020250	T05C1.3		protein_coding	protein_coding
WBGene00020251	T05C1.4a	CAMTA (CAlModulin-binding Transcriptional activator)  [Source:RefSeq peptide;Acc:NP_494795]	protein_coding	protein_coding
WBGene00020251	T05C1.4b	CAMTA (CAlModulin-binding Transcriptional activator)  [Source:RefSeq peptide;Acc:NP_494795]	protein_coding	protein_coding
WBGene00020251	T05C1.4c	CAMTA (CAlModulin-binding Transcriptional activator)  [Source:RefSeq peptide;Acc:NP_494795]	protein_coding	protein_coding
WBGene00020252	T05C1.5		protein_coding	protein_coding
WBGene00020254	T05C3.2		protein_coding	protein_coding
WBGene00020256	T05C3.6a		protein_coding	protein_coding
WBGene00020256	T05C3.6b		protein_coding	protein_coding
WBGene00020258	T05E7.1		protein_coding	protein_coding
WBGene00020259	T05E7.3		protein_coding	protein_coding
WBGene00020260	T05E7.4		protein_coding	protein_coding
WBGene00020261	T05E7.5	Very Early Transcript  [Source:RefSeq peptide;Acc:NP_491787]	protein_coding	protein_coding
WBGene00020262	T05E8.1	FER-1 Like  [Source:RefSeq peptide;Acc:NP_491602]	protein_coding	protein_coding
WBGene00020263	T05E8.3		protein_coding	protein_coding
WBGene00020264	T05H4.1	ACyLtransferase-like  [Source:RefSeq peptide;Acc:NP_504643]	protein_coding	protein_coding
WBGene00020265	T05H4.2	F-box A protein  [Source:RefSeq peptide;Acc:NP_504642]	protein_coding	protein_coding
WBGene00020266	T05H4.3		protein_coding	protein_coding
WBGene00020267	T05H4.4	NADH-cytochrome b5 reductase  [Source:RefSeq peptide;Acc:NP_504639]	protein_coding	protein_coding
WBGene00020268	T05H4.5.1	NADH-cytochrome b5 reductase  [Source:RefSeq peptide;Acc:NP_504638]	protein_coding	protein_coding
WBGene00020268	T05H4.5.2	NADH-cytochrome b5 reductase  [Source:RefSeq peptide;Acc:NP_504638]	protein_coding	protein_coding
WBGene00020269	T05H4.6a	Eukaryotic peptide chain release factor subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:O16520]	protein_coding	protein_coding
WBGene00020269	T05H4.6b.1	Eukaryotic peptide chain release factor subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:O16520]	protein_coding	protein_coding
WBGene00020269	T05H4.6b.2	Eukaryotic peptide chain release factor subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:O16520]	protein_coding	protein_coding
